Read 150 points
Init centroids completed.
0: 9.392548 1: 0.139690 2: 28.105780  prev: -1, new: 1 
0: 9.157689 1: 0.133317 2: 27.629997  prev: -1, new: 1 
0: 8.786987 1: 0.738335 2: 27.863682  prev: -1, new: 1 
0: 8.548241 1: 0.728076 2: 27.384014  prev: -1, new: 1 
0: 7.959541 1: 0.068767 2: 25.272810  prev: -1, new: 1 
0: 9.957872 1: 0.138068 2: 28.056961  prev: -1, new: 1 
0: 10.300475 1: 0.263218 2: 27.832802  prev: -1, new: 1 
0: 9.116585 1: 0.618457 2: 28.195150  prev: -1, new: 1 
0: 10.369087 1: 0.467937 2: 30.140688  prev: -1, new: 1 
0: 9.528134 1: 0.052948 2: 27.567917  prev: -1, new: 1 
0: 9.116585 1: 0.618457 2: 28.195150  prev: -1, new: 1 
0: 11.048182 1: 1.529969 2: 32.054073  prev: -1, new: 1 
0: 8.759765 1: 0.179996 2: 27.123518  prev: -1, new: 1 
0: 9.850406 1: 0.238125 2: 29.059301  prev: -1, new: 1 
0: 10.834900 1: 2.704904 2: 31.584106  prev: -1, new: 1 
0: 11.113492 1: 1.286488 2: 32.079887  prev: -1, new: 1 
0: 7.689866 1: 0.333750 2: 25.388369  prev: -1, new: 1 
0: 6.927209 1: 0.271355 2: 23.466587  prev: -1, new: 1 
0: 9.314323 1: 0.844529 2: 28.774061  prev: -1, new: 1 
0: 8.757835 1: 0.079180 2: 26.673374  prev: -1, new: 1 
0: 10.058211 1: 0.898083 2: 30.134039  prev: -1, new: 1 
0: 8.903766 1: 0.008994 2: 26.686937  prev: -1, new: 1 
0: 9.345588 1: 0.327429 2: 28.358986  prev: -1, new: 1 
0: 1.953448 1: 14.488710 2: 1.977822  prev: -1, new: 0 
0: 0.653032 1: 11.939724 2: 2.845649  prev: -1, new: 0 
0: 1.973438 1: 15.859753 2: 1.405536  prev: -1, new: 2 
0: 0.468129 1: 9.417367 2: 7.299110  prev: -1, new: 0 
0: 0.806046 1: 13.303102 2: 2.447751  prev: -1, new: 0 
0: 0.139984 1: 11.058895 2: 4.504749  prev: -1, new: 0 
0: 0.836372 1: 13.165325 2: 2.397221  prev: -1, new: 0 
0: 1.800638 1: 5.819999 2: 13.163199  prev: -1, new: 0 
0: 0.949533 1: 12.899561 2: 2.579292  prev: -1, new: 0 
0: 0.415832 1: 8.239886 2: 8.184831  prev: -1, new: 0 
0: 1.937289 1: 7.685707 2: 12.379710  prev: -1, new: 0 
0: 0.046602 1: 9.715550 2: 4.689749  prev: -1, new: 0 
0: 0.719897 1: 9.493901 2: 6.669980  prev: -1, new: 0 
0: 0.455145 1: 12.786773 2: 2.884791  prev: -1, new: 0 
0: 0.257775 1: 6.279963 2: 8.186522  prev: -1, new: 0 
0: 0.974994 1: 11.886299 2: 2.908811  prev: -1, new: 0 
0: 0.187530 1: 11.190284 2: 4.505001  prev: -1, new: 0 
0: 0.149287 1: 8.521829 2: 6.152750  prev: -1, new: 0 
0: 0.820676 1: 13.503134 2: 3.732100  prev: -1, new: 0 
0: 0.320349 1: 8.049473 2: 7.488865  prev: -1, new: 0 
0: 0.773926 1: 13.946327 2: 2.759502  prev: -1, new: 0 
0: 0.118393 1: 8.740203 2: 5.286621  prev: -1, new: 0 
0: 1.131469 1: 15.499606 2: 2.246068  prev: -1, new: 0 
0: 0.447683 1: 12.466983 2: 3.165545  prev: -1, new: 0 
0: 0.440686 1: 10.686453 2: 3.699471  prev: -1, new: 0 
0: 0.774530 1: 11.766138 2: 2.988764  prev: -1, new: 0 
0: 1.573718 1: 15.097073 2: 1.829190  prev: -1, new: 0 
0: 1.794495 1: 16.672436 2: 1.129981  prev: -1, new: 2 
0: 0.236316 1: 11.689828 2: 3.530854  prev: -1, new: 0 
0: 0.590638 1: 5.931325 2: 9.089888  prev: -1, new: 0 
0: 0.508605 1: 7.799340 2: 8.326767  prev: -1, new: 0 
0: 0.641317 1: 7.179997 2: 8.962944  prev: -1, new: 0 
0: 0.115542 1: 7.917420 2: 6.588991  prev: -1, new: 0 
0: 1.146266 1: 16.254087 2: 2.130690  prev: -1, new: 0 
0: 0.269811 1: 11.124381 2: 5.108623  prev: -1, new: 0 
0: 0.485099 1: 11.399998 2: 3.546668  prev: -1, new: 0 
0: 1.276926 1: 13.977673 2: 1.968822  prev: -1, new: 0 
0: 0.742877 1: 12.359616 2: 4.011583  prev: -1, new: 0 
0: 0.021654 1: 8.482912 2: 6.084510  prev: -1, new: 0 
0: 0.267288 1: 8.907736 2: 7.058776  prev: -1, new: 0 
0: 0.239114 1: 10.566579 2: 5.668177  prev: -1, new: 0 
0: 0.352734 1: 12.011273 2: 3.131862  prev: -1, new: 0 
0: 0.143793 1: 8.618758 2: 6.267760  prev: -1, new: 0 
0: 1.748026 1: 5.995874 2: 12.869664  prev: -1, new: 0 
0: 0.090227 1: 9.533364 2: 5.843095  prev: -1, new: 0 
0: 0.000000 1: 8.820681 2: 5.567193  prev: -1, new: 0 
0: 0.008439 1: 9.216876 2: 5.461143  prev: -1, new: 0 
0: 0.232399 1: 10.329984 2: 4.012524  prev: -1, new: 0 
0: 1.836985 1: 4.527416 2: 13.631911  prev: -1, new: 0 
0: 0.024693 1: 8.868832 2: 5.866372  prev: -1, new: 0 
0: 5.337529 1: 26.509743 2: 0.890287  prev: -1, new: 2 
0: 1.350275 1: 17.009998 2: 2.453333  prev: -1, new: 0 
0: 5.567193 1: 26.343184 2: 0.000000  prev: -1, new: 2 
0: 2.689997 1: 20.771490 2: 0.738303  prev: -1, new: 2 
0: 4.143653 1: 24.189764 2: 0.375475  prev: -1, new: 2 
0: 10.163753 1: 34.941044 2: 0.708609  prev: -1, new: 2 
0: 1.210431 1: 12.933244 2: 7.182856  prev: -1, new: 0 
0: 7.339720 1: 29.792974 2: 0.196726  prev: -1, new: 2 
0: 4.143619 1: 24.176439 2: 0.489774  prev: -1, new: 2 
0: 7.789997 1: 29.684536 2: 0.568255  prev: -1, new: 2 
0: 2.001740 1: 17.641489 2: 1.047139  prev: -1, new: 2 
0: 2.179258 1: 19.320917 2: 0.979837  prev: -1, new: 2 
0: 3.548915 1: 22.027861 2: 0.240647  prev: -1, new: 2 
0: 1.386231 1: 16.995323 2: 3.024446  prev: -1, new: 0 
0: 1.979483 1: 18.651621 2: 2.391618  prev: -1, new: 0 
0: 2.742245 1: 20.045372 2: 0.907151  prev: -1, new: 2 
0: 2.683465 1: 20.240049 2: 0.559913  prev: -1, new: 2 
0: 11.884680 1: 36.252960 2: 1.507429  prev: -1, new: 2 
0: 12.572893 1: 40.064655 2: 1.559909  prev: -1, new: 2 
0: 1.421579 1: 16.549320 2: 3.008200  prev: -1, new: 0 
0: 4.761460 1: 24.509817 2: 0.146100  prev: -1, new: 2 
0: 1.091085 1: 15.644208 2: 3.299958  prev: -1, new: 0 
0: 10.919814 1: 36.365322 2: 1.008500  prev: -1, new: 2 
0: 1.138034 1: 15.897466 2: 1.810434  prev: -1, new: 0 
0: 4.118863 1: 23.097914 2: 0.273568  prev: -1, new: 2 
0: 5.889997 1: 26.249899 2: 0.056118  prev: -1, new: 2 
0: 0.860782 1: 14.873035 2: 2.143334  prev: -1, new: 0 
0: 0.951547 1: 15.099612 2: 2.086047  prev: -1, new: 0 
0: 3.215145 1: 22.225206 2: 0.619822  prev: -1, new: 2 
0: 4.969923 1: 24.134502 2: 0.182465  prev: -1, new: 2 
0: 6.982271 1: 28.859982 2: 0.202574  prev: -1, new: 2 
0: 10.959750 1: 33.453411 2: 1.437316  prev: -1, new: 2 
0: 3.355743 1: 22.599167 2: 0.626185  prev: -1, new: 2 
0: 1.297622 1: 16.239960 2: 1.614524  prev: -1, new: 0 
0: 2.249858 1: 19.712908 2: 1.415686  prev: -1, new: 2 
0: 8.518296 1: 31.242941 2: 0.380155  prev: -1, new: 2 
0: 3.835637 1: 22.545324 2: 0.979799  prev: -1, new: 2 
0: 2.549721 1: 19.877819 2: 0.667093  prev: -1, new: 2 
0: 0.743427 1: 14.298709 2: 2.507826  prev: -1, new: 0 
0: 3.498720 1: 21.378670 2: 0.279264  prev: -1, new: 2 
0: 4.145204 1: 23.614443 2: 0.305925  prev: -1, new: 2 
0: 2.918276 1: 19.708866 2: 0.538034  prev: -1, new: 2 
0: 1.350275 1: 17.009998 2: 2.453333  prev: -1, new: 0 
0: 5.263051 1: 25.974699 2: 0.169905  prev: -1, new: 2 
0: 4.802562 1: 24.715059 2: 0.420326  prev: -1, new: 2 
0: 2.769412 1: 20.084909 2: 0.561029  prev: -1, new: 2 
0: 1.495560 1: 17.315834 2: 1.703989  prev: -1, new: 0 
0: 2.139389 1: 18.606621 2: 0.855053  prev: -1, new: 2 
0: 2.981847 1: 20.346697 2: 1.259371  prev: -1, new: 2 
0: 1.203214 1: 16.240480 2: 2.120598  prev: -1, new: 0 
0: 11.691147 1: 0.021591 2: 25.598709  prev: 1, new: 1 
0: 11.538216 1: 0.182093 2: 26.155781  prev: 1, new: 1 
0: 12.739428 1: 0.169623 2: 27.871586  prev: 1, new: 1 
0: 11.708586 1: 0.263406 2: 26.550888  prev: 1, new: 1 
0: 12.019135 1: 0.035193 2: 26.047832  prev: 1, new: 1 
0: 9.901640 1: 0.466850 2: 21.914398  prev: 1, new: 1 
0: 12.364213 1: 0.169871 2: 27.155012  prev: 1, new: 1 
0: 11.131275 1: 0.001440 2: 25.021294  prev: 1, new: 1 
0: 12.761333 1: 0.640877 2: 28.385492  prev: 1, new: 1 
0: 11.276622 1: 0.131256 2: 25.678413  prev: 1, new: 1 
0: 11.052203 1: 0.237713 2: 23.989948  prev: 1, new: 1 
0: 10.942791 1: 0.038287 2: 24.936413  prev: 1, new: 1 
0: 12.017394 1: 0.241938 2: 26.946274  prev: 1, new: 1 
0: 15.255012 1: 0.825905 2: 31.940613  prev: 1, new: 1 
0: 13.270046 1: 1.016183 2: 26.072453  prev: 1, new: 1 
0: 12.209835 1: 1.471589 2: 23.869263  prev: 1, new: 1 
0: 12.186097 1: 0.411688 2: 25.288109  prev: 1, new: 1 
0: 11.447022 1: 0.017014 2: 25.231224  prev: 1, new: 1 
0: 9.686130 1: 0.685757 2: 21.325199  prev: 1, new: 1 
0: 11.403311 1: 0.154405 2: 24.714741  prev: 1, new: 1 
0: 9.453831 1: 0.212954 2: 22.047398  prev: 1, new: 1 
0: 10.987281 1: 0.112523 2: 24.242168  prev: 1, new: 1 
0: 15.457901 1: 0.415188 2: 31.327681  prev: 1, new: 1 
0: 9.049338 1: 0.122343 2: 21.903511  prev: 1, new: 1 
0: 9.293541 1: 0.143753 2: 22.470221  prev: 1, new: 1 
0: 10.200473 1: 0.193948 2: 24.085451  prev: 1, new: 1 
0: 10.105907 1: 0.040072 2: 23.476891  prev: 1, new: 1 
0: 10.952221 1: 0.047357 2: 24.399509  prev: 1, new: 1 
0: 11.394930 1: 0.039763 2: 25.181353  prev: 1, new: 1 
0: 10.961126 1: 0.146037 2: 25.276340  prev: 1, new: 1 
0: 10.661022 1: 0.160322 2: 24.855095  prev: 1, new: 1 
0: 10.059547 1: 0.127953 2: 22.951021  prev: 1, new: 1 
0: 12.395631 1: 0.443615 2: 25.565378  prev: 1, new: 1 
0: 12.744392 1: 0.851778 2: 25.432402  prev: 1, new: 1 
0: 11.276622 1: 0.131256 2: 25.678413  prev: 1, new: 1 
0: 12.708184 1: 0.092836 2: 27.548782  prev: 1, new: 1 
0: 11.784009 1: 0.248696 2: 25.212061  prev: 1, new: 1 
0: 11.276622 1: 0.131256 2: 25.678413  prev: 1, new: 1 
0: 13.410630 1: 0.570667 2: 29.240288  prev: 1, new: 1 
0: 10.962225 1: 0.012177 2: 24.664293  prev: 1, new: 1 
0: 12.222982 1: 0.028280 2: 26.467451  prev: 1, new: 1 
0: 12.910378 1: 1.431957 2: 28.896439  prev: 1, new: 1 
0: 13.546984 1: 0.437819 2: 29.243006  prev: 1, new: 1 
0: 9.843171 1: 0.121828 2: 22.900616  prev: 1, new: 1 
0: 9.004348 1: 0.334610 2: 21.103163  prev: 1, new: 1 
0: 11.500339 1: 0.203977 2: 26.182495  prev: 1, new: 1 
0: 11.041771 1: 0.138223 2: 24.204254  prev: 1, new: 1 
0: 12.379417 1: 0.214731 2: 27.427214  prev: 1, new: 1 
0: 11.161123 1: 0.166846 2: 24.286825  prev: 1, new: 1 
0: 11.598976 1: 0.018836 2: 25.828129  prev: 1, new: 1 
0: 1.504589 1: 15.831229 2: 1.574743  prev: 0, new: 0 
0: 0.467942 1: 12.785597 2: 2.087100  prev: 0, new: 0 
0: 1.381184 1: 17.071997 2: 1.038123  prev: 2, new: 2 
0: 0.523879 1: 9.031242 2: 6.044295  prev: 0, new: 0 
0: 0.392413 1: 14.013165 2: 1.818572  prev: 0, new: 0 
0: 0.018597 1: 11.137054 2: 3.467442  prev: 0, new: 0 
0: 0.578933 1: 13.991558 2: 1.651241  prev: 0, new: 0 
0: 2.508657 1: 4.989718 2: 11.366273  prev: 0, new: 0 
0: 0.570537 1: 13.757380 2: 1.988644  prev: 0, new: 0 
0: 0.739320 1: 7.823560 2: 6.705285  prev: 0, new: 0 
0: 2.356149 1: 6.725214 2: 10.748451  prev: 0, new: 0 
0: 0.101490 1: 10.034698 2: 3.611005  prev: 0, new: 0 
0: 0.648371 1: 9.470629 2: 5.665906  prev: 0, new: 0 
0: 0.132234 1: 13.244596 2: 2.094447  prev: 0, new: 0 
0: 0.743291 1: 6.283212 2: 6.764099  prev: 0, new: 0 
0: 0.749966 1: 12.917131 2: 2.267748  prev: 0, new: 0 
0: 0.138076 1: 11.286639 2: 3.394519  prev: 0, new: 0 
0: 0.246429 1: 8.621013 2: 5.033474  prev: 0, new: 0 
0: 0.332028 1: 13.636123 2: 2.995275  prev: 0, new: 0 
0: 0.506874 1: 7.860823 2: 6.224733  prev: 0, new: 0 
0: 0.498741 1: 14.390819 2: 1.870654  prev: 0, new: 0 
0: 0.196746 1: 9.109824 2: 4.255336  prev: 0, new: 0 
0: 0.481090 1: 15.900787 2: 1.666672  prev: 0, new: 0 
0: 0.114197 1: 12.882067 2: 2.389951  prev: 0, new: 0 
0: 0.295208 1: 11.367764 2: 2.906169  prev: 0, new: 0 
0: 0.539814 1: 12.661793 2: 2.312370  prev: 0, new: 0 
0: 0.973822 1: 16.064199 2: 1.414846  prev: 0, new: 0 
0: 1.132824 1: 17.662664 2: 0.713457  prev: 2, new: 2 
0: 0.047998 1: 12.050311 2: 2.619434  prev: 0, new: 0 
0: 1.041789 1: 5.861755 2: 7.717491  prev: 0, new: 0 
0: 0.746058 1: 7.469915 2: 6.991004  prev: 0, new: 0 
0: 0.951861 1: 6.851266 2: 7.592484  prev: 0, new: 0 
0: 0.308968 1: 7.992835 2: 5.393919  prev: 0, new: 0 
0: 0.510732 1: 16.531225 2: 1.458559  prev: 0, new: 0 
0: 0.272026 1: 11.061014 2: 3.904382  prev: 0, new: 0 
0: 0.461920 1: 12.030773 2: 2.575907  prev: 0, new: 0 
0: 0.857575 1: 15.019004 2: 1.435055  prev: 0, new: 0 
0: 0.349482 1: 12.634760 2: 3.276991  prev: 0, new: 0 
0: 0.239612 1: 8.569459 2: 4.832033  prev: 0, new: 0 
0: 0.394083 1: 8.632243 2: 5.780863  prev: 0, new: 0 
0: 0.171442 1: 10.375077 2: 4.525510  prev: 0, new: 0 
0: 0.125962 1: 12.518819 2: 2.293672  prev: 0, new: 0 
0: 0.241080 1: 8.644453 2: 5.120534  prev: 0, new: 0 
0: 2.394687 1: 5.190136 2: 11.131164  prev: 0, new: 0 
0: 0.141001 1: 9.459558 2: 4.661561  prev: 0, new: 0 
0: 0.143981 1: 8.998973 2: 4.399494  prev: 0, new: 0 
0: 0.104423 1: 9.333564 2: 4.303392  prev: 0, new: 0 
0: 0.138591 1: 10.851572 2: 3.125465  prev: 0, new: 0 
0: 2.698230 1: 3.889095 2: 11.806694  prev: 0, new: 0 
0: 0.145770 1: 8.924606 2: 4.683870  prev: 0, new: 0 
0: 4.179812 1: 27.352129 2: 0.601788  prev: 2, new: 2 
0: 0.728988 1: 17.108545 2: 1.682643  prev: 0, new: 0 
0: 4.206741 1: 27.678064 2: 0.091278  prev: 2, new: 2 
0: 1.719973 1: 21.414244 2: 0.362005  prev: 2, new: 2 
0: 2.986354 1: 25.033598 2: 0.147582  prev: 2, new: 2 
0: 8.249811 1: 36.714409 2: 1.288372  prev: 2, new: 2 
0: 1.139260 1: 12.181413 2: 5.798762  prev: 0, new: 0 
0: 5.687033 1: 31.273510 2: 0.543306  prev: 2, new: 2 
0: 2.806931 1: 24.928564 2: 0.419781  prev: 2, new: 2 
0: 6.445716 1: 31.417215 2: 0.703319  prev: 2, new: 2 
0: 1.364747 1: 18.569355 2: 0.545259  prev: 2, new: 2 
0: 1.281728 1: 19.909821 2: 0.563017  prev: 2, new: 2 
0: 2.508432 1: 23.100769 2: 0.046094  prev: 2, new: 2 
0: 0.767876 1: 16.891491 2: 2.192075  prev: 0, new: 0 
0: 1.331348 1: 18.774040 2: 1.601378  prev: 0, new: 0 
0: 1.972433 1: 20.885706 2: 0.426189  prev: 2, new: 2 
0: 1.757910 1: 21.092251 2: 0.229525  prev: 2, new: 2 
0: 10.155995 1: 38.548027 2: 2.076383  prev: 2, new: 2 
0: 10.284229 1: 41.700825 2: 2.338440  prev: 2, new: 2 
0: 0.681521 1: 16.550568 2: 2.359111  prev: 0, new: 0 
0: 3.620007 1: 25.771837 2: 0.044726  prev: 2, new: 2 
0: 0.665749 1: 15.620870 2: 2.349765  prev: 0, new: 0 
0: 8.860850 1: 38.119797 2: 1.696137  prev: 2, new: 2 
0: 0.521278 1: 16.390413 2: 1.203141  prev: 0, new: 0 
0: 3.089552 1: 24.268112 2: 0.070089  prev: 2, new: 2 
0: 4.551562 1: 27.799734 2: 0.212279  prev: 2, new: 2 
0: 0.366000 1: 15.335843 2: 1.441315  prev: 0, new: 0 
0: 0.493029 1: 15.598789 2: 1.350352  prev: 0, new: 0 
0: 2.146341 1: 22.873646 2: 0.297149  prev: 2, new: 2 
0: 3.706622 1: 25.575096 2: 0.292325  prev: 2, new: 2 
0: 5.376984 1: 30.347588 2: 0.533384  prev: 2, new: 2 
0: 9.386192 1: 35.903980 2: 1.994333  prev: 2, new: 2 
0: 2.274465 1: 23.241310 2: 0.301912  prev: 2, new: 2 
0: 0.632580 1: 16.818287 2: 1.073082  prev: 0, new: 0 
0: 1.274834 1: 20.055151 2: 0.986676  prev: 2, new: 2 
0: 6.856652 1: 33.055603 2: 0.822102  prev: 2, new: 2 
0: 2.968382 1: 23.426933 2: 0.536157  prev: 2, new: 2 
0: 1.685524 1: 20.705475 2: 0.278278  prev: 2, new: 2 
0: 0.371361 1: 14.712428 2: 1.688953  prev: 0, new: 0 
0: 2.528541 1: 22.581161 2: 0.083743  prev: 2, new: 2 
0: 3.068041 1: 24.649540 2: 0.084443  prev: 2, new: 2 
0: 2.104997 1: 20.881996 2: 0.230417  prev: 2, new: 2 
0: 0.728988 1: 17.108545 2: 1.682643  prev: 0, new: 0 
0: 4.026201 1: 27.168058 2: 0.094250  prev: 2, new: 2 
0: 3.723354 1: 25.860104 2: 0.210446  prev: 2, new: 2 
0: 1.911664 1: 21.048595 2: 0.207501  prev: 2, new: 2 
0: 0.734668 1: 17.697456 2: 1.154491  prev: 0, new: 0 
0: 1.370734 1: 19.429449 2: 0.412568  prev: 2, new: 2 
0: 2.274134 1: 21.143536 2: 0.697853  prev: 2, new: 2 
0: 0.675135 1: 16.591131 2: 1.363742  prev: 0, new: 0 
clustering completed in 2 iterations
Best avg dist: 1.095631
Write result to result/K-3.out
